,ind,max_valorX,max_valorY,max_valorZ,media,formula,Ehull,HF,Gap,Energy,natoms,nspecies,thickness,uc_area,average_atomic_number,average_valence_number,average_electronegativity
146,148,61.9,61.9,61.9,61.9,HfTe8Ti3,0.119,-0.613,0.052,-60.574,12,3,3.641,49.623,46.166666666666664,12.0,1.8933333333333335
147,149,1.7299999999999045,1.7299999999999045,1.7299999999999045,1.7299999999999045,Pb3Se2Br2,0.093,-0.654,0.896,-25.986,7,3,7.822,23.601,54.857142857142854,15.428571428571429,2.5728571428571425
148,150,61.9,61.9,61.9,61.9,HfZr3S8,0.194,-1.394,1.154,-79.069,12,3,3.269,44.009,26.666666666666668,5.333333333333333,2.160833333333333
149,151,2.177500000000009,2.177500000000009,2.177500000000009,2.177500000000009,Zr2Br2S3,0.082,-1.4,1.207,-40.008,7,3,6.723,22.612,28.285714285714285,8.571428571428571,2.3314285714285714
150,152,61.9,61.9,61.9,61.9,HfZr3Te8,0.115,-0.765,0.213,-64.531,12,3,3.728,53.167,50.666666666666664,12.0,1.8408333333333333
151,153,0.08500000000003638,0.10249999999996362,0.12750000000005457,0.10500000000001819,Nb3MnS8,0.001,-0.958,0.0,-84.813,12,3,3.19,37.344,23.0,5.833333333333333,2.249166666666667
152,154,61.9,61.9,61.9,61.9,Hf3Cl2C2,0.0,-1.326,0.0,-53.809,7,3,8.577,9.911,37.42857142857143,4.857142857142857,2.1885714285714286
153,155,0.2424999999998363,0.22499999999990905,0.22499999999990905,0.23083333333321812,MoCr3S8,0.011,-0.724,0.899,-80.738,12,3,3.021,32.974,20.166666666666668,6.0,2.315
154,156,0.4474999999999909,0.3975000000000364,0.4900000000000091,0.4450000000000121,MoCr3Se8,0.01,-0.532,0.707,-73.67,12,3,3.232,36.4,32.166666666666664,12.666666666666666,2.295
155,157,0.7074999999999818,0.7949999999998454,0.7374999999999545,0.7466666666665939,MoTe8Cr3,0.087,-0.149,0.467,-66.85,12,3,3.532,42.264,44.166666666666664,12.666666666666666,1.995
156,158,0.82000000000005,0.82000000000005,0.82000000000005,0.82000000000005,ZrNbISeBr2S2,0.106,-1.02,1.212,-42.175,8,6,6.437,30.216,33.75,11.0,2.4025
157,159,0.15250000000003183,0.15750000000002728,0.2175000000000864,0.17583333333338183,MoV3S8,0.02,-0.87,0.0,-79.837,12,3,3.03,35.098,19.916666666666668,5.75,2.3075
158,160,1.49249999999995,3.9249999999999545,3.980000000000018,3.132499999999974,Ti3Cl2C2,0.006,-1.224,0.0,-50.643,7,3,8.002,8.82,16.0,4.857142857142857,2.2914285714285714
159,161,0.5049999999998818,0.45499999999992724,0.5049999999998818,0.48833333333323026,MoV3Se8,0.024,-0.684,0.0,-72.844,12,3,3.256,38.459,31.916666666666668,12.416666666666666,2.2875
160,162,0.5,0.3949999999999818,0.4774999999999636,0.4574999999999818,MoTe8V3,0.031,-0.285,0.0,-65.838,12,3,3.567,44.229,43.916666666666664,12.416666666666666,1.9875
161,163,1.4375,1.3774999999998272,1.3774999999998272,1.3974999999998847,W3MoO8,0.0,-2.018,1.185,-110.869,12,3,2.47,27.786,27.333333333333332,6.0,3.063333333333333
162,164,1.2999999999999545,2.2374999999999545,2.7099999999999227,2.082499999999944,Zr3Cl2C2,0.0,-1.366,0.0,-53.779,7,3,8.645,10.075,23.714285714285715,4.857142857142857,2.2014285714285715
163,165,0.2524999999999409,0.25,0.22499999999990905,0.24249999999994998,W3MoS8,0.0,-0.888,1.532,-88.937,12,3,3.139,35.184,32.666666666666664,6.0,2.49
164,166,61.9,61.9,61.9,61.9,Hf3C2F2,0.0,-1.912,0.0,-57.516,7,3,7.715,9.42,35.142857142857146,4.857142857142857,2.422857142857143
165,167,0.7675000000001546,0.7225000000000819,0.7799999999999727,0.7566666666667364,W3MoSe8,0.0,-0.625,1.258,-81.015,12,3,3.352,38.187,44.666666666666664,12.666666666666666,2.47
166,168,0.7175000000002001,0.6300000000001091,0.6850000000001728,0.6775000000001606,W3MoTe8,0.018,-0.159,0.804,-73.202,12,3,3.622,43.654,56.666666666666664,12.666666666666666,2.17
167,169,0.6675000000000182,0.665000000000191,0.6425000000001546,0.6583333333334546,Zr3NbSe8,0.033,-1.212,0.0,-74.938,12,3,3.255,47.661,36.083333333333336,12.083333333333334,2.165833333333333
168,170,0.4650000000001455,0.5,0.4900000000000091,0.48500000000005156,Pd3NiSe8,0.016,-0.266,0.382,-49.763,12,3,2.657,47.084,36.5,14.0,2.4091666666666662
169,171,1.427500000000009,1.427500000000009,1.427500000000009,1.427500000000009,Ti3C2F2,0.003,-1.86,0.0,-54.704,7,3,7.246,8.16,13.714285714285714,4.857142857142857,2.525714285714286
170,172,1.6125000000000682,1.6125000000000682,1.6125000000000682,1.6125000000000682,Y3C2F2,0.169,-1.716,0.0,-47.699,7,3,8.26,10.777,21.0,4.428571428571429,2.3885714285714283
171,173,1.384999999999991,1.384999999999991,1.384999999999991,1.384999999999991,Zr3C2F2,0.0,-1.964,0.0,-57.57,7,3,7.756,9.55,21.428571428571427,4.857142857142857,2.435714285714286
172,174,1.0375000000001364,1.0375000000001364,1.0375000000001364,1.0375000000001364,Pt3PdO8,0.0,-0.524,1.064,-70.168,12,3,1.905,34.084,28.666666666666668,7.333333333333333,3.046666666666667
173,175,61.9,61.9,61.9,61.9,Hf3C2H2,0.076,-0.663,0.0,-52.25,7,3,7.229,9.347,32.857142857142854,3.142857142857143,1.9142857142857144
174,176,0.6849999999999454,0.6875,0.7049999999999272,0.6924999999999576,TaTe8Ti3,0.003,-0.618,0.0,-62.945,12,3,3.528,48.484,46.25,12.083333333333334,1.9100000000000001
175,177,61.9,61.9,61.9,61.9,Hf3Te8Ti,0.132,-0.666,0.08,-62.843,12,3,3.732,51.886,54.5,12.0,1.8533333333333335
176,178,0.5799999999999841,0.5799999999999841,0.5799999999999841,0.5799999999999841,Ti3C2H2,0.053,-0.635,0.0,-49.603,7,3,6.75,8.135,11.428571428571429,3.142857142857143,2.017142857142857
177,179,1.5349999999998545,1.5474999999999,1.5349999999998545,1.5391666666665362,Pd3TiSe8,0.039,-0.462,0.239,-51.553,12,3,3.244,45.754,36.0,13.5,2.3783333333333334
178,180,2.3724999999999454,2.3724999999999454,2.3724999999999454,2.3724999999999454,Zr3TiS8,0.184,-1.332,0.997,-77.509,12,3,3.234,42.891,22.5,5.333333333333333,2.1808333333333336
179,181,0.5074999999999932,0.5074999999999932,0.5074999999999932,0.5074999999999932,Zr3C2H2,0.083,-0.683,0.0,-52.076,7,3,7.269,9.56,19.142857142857142,3.142857142857143,1.9271428571428573
180,182,8.930000000000064,8.930000000000064,8.930000000000064,8.930000000000064,Zr3Te8Ti,0.115,-0.732,0.189,-63.321,12,3,3.765,52.107,46.5,12.0,1.8608333333333331
181,183,1.3474999999998545,1.3474999999998545,1.3474999999998545,1.3474999999998545,Mo3VO8,0.059,-2.027,0.0,-107.452,12,3,2.418,27.375,17.75,5.916666666666667,2.9691666666666663
182,184,0.2074999999999818,0.14750000000003638,0.18250000000000455,0.17916666666667425,Mo3VS8,0.014,-0.897,0.0,-85.518,12,3,3.12,35.379,23.083333333333332,5.916666666666667,2.3958333333333335
183,185,0.775000000000091,0.7274999999999636,0.7425000000000637,0.7483333333333727,Mo3Te8V,0.018,-0.288,0.0,-71.23,12,3,3.783,43.477,47.083333333333336,12.583333333333334,2.075833333333333
184,186,0.9049999999999727,0.912499999999909,0.912499999999909,0.9099999999999303,Nb3C2O2,0.114,-1.371,0.0,-69.264,7,3,7.213,8.531,21.571428571428573,5.0,2.3971428571428572
185,187,1.3374999999998636,1.3374999999998636,1.3374999999998636,1.3374999999998636,W3VO8,0.045,-2.07,0.0,-108.808,12,3,2.431,27.627,25.75,5.916666666666667,3.019166666666667
186,188,0.8999999999999773,0.9075000000000273,0.9075000000000273,0.9050000000000106,Ta3C2O2,0.117,-1.397,0.0,-67.918,7,3,7.315,8.487,35.285714285714285,5.0,2.3542857142857145
187,189,1.0699999999999363,1.072499999999991,1.0699999999999363,1.0708333333332878,Ti3C2O2,0.175,-1.609,0.0,-60.017,7,3,7.012,7.993,13.428571428571429,4.571428571428571,2.371428571428571
188,190,1.3575000000000728,1.3575000000000728,1.3575000000000728,1.3575000000000728,V3C2O2,0.188,-1.107,0.0,-62.011,7,3,6.799,7.403,13.857142857142858,5.0,2.4099999999999997
189,191,0.2900000000000773,0.29500000000007276,0.27500000000009095,0.286666666666747,W3VS8,0.009,-0.866,0.0,-85.99,12,3,3.129,35.441,31.083333333333332,5.916666666666667,2.4458333333333333
190,192,0.2424999999998363,0.22749999999996362,0.22999999999979082,0.23333333333319692,WCr3S8,0.009,-0.714,0.863,-80.905,12,3,3.023,33.052,22.833333333333332,6.0,2.3316666666666666
191,193,0.46499999999991815,0.4149999999999636,0.5049999999998818,0.46166666666658784,WCr3Se8,0.009,-0.504,0.677,-73.617,12,3,3.233,36.476,34.833333333333336,12.666666666666666,2.3116666666666665
192,194,0.37750000000005457,0.31999999999993634,0.4375,0.3783333333333303,WTe8Cr3,0.097,-0.098,0.443,-66.521,12,3,3.528,42.363,46.833333333333336,12.666666666666666,2.0116666666666667
193,195,1.1175000000000637,1.1175000000000637,1.1175000000000637,1.1175000000000637,WMo3O8,0.012,-1.999,0.981,-110.075,12,3,2.459,27.654,22.0,6.0,3.03
194,196,0.7524999999998272,0.7124999999998636,0.75,0.7383333333332303,WMo3Se8,0.0,-0.681,1.3,-81.13,12,3,3.342,38.186,39.333333333333336,12.666666666666666,2.4366666666666665
195,197,0.3350000000000364,0.18250000000000455,0.18499999999994543,0.2341666666666621,Nb3S2C2,0.045,-0.805,0.0,-63.21,7,3,8.203,9.145,23.857142857142858,5.0,2.1514285714285717
196,198,0.3550000000000182,0.16250000000002274,0.16250000000002274,0.2266666666666879,Ta3S2C2,0.051,-0.817,0.0,-61.765,7,3,8.259,9.085,37.57142857142857,5.0,2.1085714285714285
197,199,0.6924999999998818,0.6024999999999636,0.6675000000000182,0.6541666666666212,WMo3Te8,0.005,-0.254,0.9,-73.783,12,3,3.614,43.652,51.333333333333336,12.666666666666666,2.1366666666666667
198,200,0.3250000000000455,0.22249999999996817,0.1974999999999909,0.24833333333333485,V3S2C2,0.096,-0.621,0.0,-56.514,7,3,7.619,8.087,16.142857142857142,5.0,2.164285714285714
199,201,0.17249999999989996,0.1474999999999227,0.2199999999999136,0.1799999999999121,WV3S8,0.016,-0.862,0.0,-80.024,12,3,3.038,35.17,22.583333333333332,5.75,2.3241666666666667
200,202,0.5225000000000364,0.4750000000001364,0.5225000000000364,0.5066666666667364,WV3Se8,0.022,-0.658,0.0,-72.813,12,3,3.257,38.561,34.583333333333336,12.416666666666666,2.3041666666666667
201,203,0.5199999999999818,0.4175000000000182,0.49749999999994543,0.4783333333333151,WTe8V3,0.038,-0.237,0.0,-65.545,12,3,3.56,44.432,46.583333333333336,12.416666666666666,2.004166666666667
202,204,0.6200000000000045,0.6200000000000045,0.6200000000000045,0.6200000000000045,Ge2Cl2O3,0.064,-1.329,3.006,-37.28,7,3,5.454,18.817,17.428571428571427,8.571428571428571,2.9514285714285715
203,205,61.9,61.9,61.9,61.9,Hf3ZrS8,0.0,-1.594,1.163,-81.671,12,3,2.899,46.394,32.0,5.333333333333333,2.1558333333333333
204,206,61.9,61.9,61.9,61.9,Hf3ZrSe8,0.169,-1.188,0.844,-72.042,12,3,3.428,46.979,44.0,12.0,2.1358333333333333
205,207,61.9,61.9,61.9,61.9,Hf3ZrTe8,0.127,-0.72,0.142,-64.203,12,3,3.71,53.022,56.0,12.0,1.8358333333333334
206,208,1.6000000000000227,1.6000000000000227,1.6000000000000227,1.6000000000000227,Sc3Cl2N2,0.039,-1.976,0.0,-48.086,7,3,8.436,9.406,15.857142857142858,4.714285714285714,2.3542857142857145
207,209,61.9,61.9,61.9,61.9,HfZrMoBr5S3Cl,0.112,-1.15,0.218,-61.848,12,6,6.325,37.44,32.833333333333336,10.333333333333334,2.540833333333333
208,210,0.4499999999998181,0.3849999999999909,0.3524999999999636,0.39583333333325754,ZrTe8Ti3,0.114,-0.635,0.08,-60.726,12,3,3.647,49.645,43.5,12.0,1.8958333333333337
209,212,1.677500000000009,1.677500000000009,1.677500000000009,1.677500000000009,V2Cl2O3,0.046,-1.89,0.412,-49.222,7,3,3.601,27.535,14.857142857142858,6.0,2.8428571428571425
210,213,61.9,61.9,61.9,61.9,HfPdIBr4Cl,0.001,-1.025,1.065,-29.13,8,5,3.464,41.867,41.0,13.25,2.645
211,214,1.4449999999999363,1.4449999999999363,1.4449999999999363,1.4449999999999363,Sc3N2F2,0.029,-2.695,0.0,-52.721,7,3,7.472,8.761,13.571428571428571,4.714285714285714,2.5885714285714285
212,215,0.7925000000000182,0.7925000000000182,0.7925000000000182,0.7925000000000182,I4Mn,0.026,-0.236,0.803,-16.809,5,2,4.203,33.501,47.4,15.0,2.438
213,216,0.6374999999999318,0.6374999999999318,0.6374999999999318,0.6374999999999318,NbScSeBr4O,0.064,-1.591,2.043,-42.662,8,5,3.241,37.08,30.5,12.25,2.5987500000000003
214,218,0.9924999999998363,0.9924999999998363,0.9924999999998363,0.9924999999998363,Os2K2C2O2F10,0.013,-1.952,0.502,-104.508,18,5,10.567,27.492,17.11111111111111,6.0,3.2122222222222216
215,219,0.6050000000000182,0.6050000000000182,0.6050000000000182,0.6050000000000182,Ti3N2H2,0.091,-1.084,0.0,-51.014,7,3,6.972,7.506,11.714285714285714,3.4285714285714284,2.157142857142857
216,220,1.3374999999998636,1.3374999999998636,1.3374999999998636,1.3374999999998636,Cs2Os2Cl10N2O2,0.0,-0.914,0.475,-85.305,18,5,9.782,47.345,25.666666666666668,6.111111111111111,2.807777777777778
217,221,1.3649999999997817,1.3649999999997817,1.3649999999997817,1.3649999999997817,Cs2Os2N2O2F10,0.0,-1.975,0.929,-102.412,18,5,10.483,31.799,21.22222222222222,6.111111111111111,3.263333333333333
218,222,0.6399999999998727,0.6224999999999454,0.6274999999998272,0.6299999999998818,Cs2Ru2Cl10N2O2,0.0,-0.894,0.51,-81.48,18,5,9.745,46.67,22.11111111111111,6.111111111111111,2.807777777777778
219,223,0.09999999999990905,0.125,0.09999999999990905,0.1083333333332727,Cs2Ru2N2O2F10,0.0,-1.925,0.981,-98.057,18,5,10.356,31.326,17.666666666666668,6.111111111111111,3.263333333333333
220,224,0.6099999999999,0.6099999999999,0.6099999999999,0.6099999999999,Cs2Os2S2Cl10N2,0.0,-0.744,0.421,-80.144,18,5,10.037,47.862,26.555555555555557,6.111111111111111,2.712222222222222
221,225,0.650000000000091,0.650000000000091,0.650000000000091,0.650000000000091,Cs2Os2S2N2F10,0.0,-1.801,0.895,-97.201,18,5,11.126,32.391,22.11111111111111,6.111111111111111,3.1677777777777774
222,226,0.22000000000025466,0.25250000000005457,0.21250000000009095,0.22833333333346673,Cs2Ru2S2N2F10,0.027,-1.751,0.936,-92.846,18,5,10.423,32.614,18.555555555555557,6.111111111111111,3.1677777777777774
223,227,1.3850000000002183,1.3850000000002183,1.3850000000002183,1.3850000000002183,Os2K2N2O2F10,0.0,-1.964,0.858,-102.987,18,5,10.156,27.942,17.22222222222222,6.111111111111111,3.2666666666666666
224,228,0.6974999999999909,0.6949999999999363,0.6949999999999363,0.6958333333332879,Ru2K2Cl10N2O2,0.0,-0.864,0.372,-81.724,18,5,9.805,42.835,18.11111111111111,6.111111111111111,2.8111111111111113
225,229,0.125,0.125,0.1000000000003638,0.11666666666678793,Ru2K2N2O2F10,0.0,-1.914,0.902,-98.646,18,5,10.076,27.441,13.666666666666666,6.111111111111111,3.2666666666666666
226,230,61.9,61.9,61.9,61.9,Hf3N2O2,0.088,-2.386,0.32,-66.174,7,3,7.343,8.942,35.142857142857146,4.857142857142857,2.4085714285714284
227,231,0.7024999999998727,0.7024999999998727,0.7024999999998727,0.7024999999998727,Os2K2S2N2F10,0.0,-1.789,0.841,-97.75,18,5,10.9,28.46,18.11111111111111,6.111111111111111,3.171111111111111
228,232,5.629999999999882,5.694999999999936,5.6875,5.670833333333273,Os2Cl8,0.042,-0.363,0.215,-40.292,10,2,4.189,37.451,28.8,7.2,2.968
229,233,1.3775000000000546,1.3775000000000546,1.3775000000000546,1.3775000000000546,Os2F8,0.0,-1.721,0.687,-52.289,10,2,3.444,27.129,22.4,7.2,3.624
230,234,0.24499999999989086,0.27500000000009095,0.2074999999999818,0.24249999999998786,Ru2K2S2N2F10,0.03,-1.736,0.881,-93.342,18,5,10.443,28.504,14.555555555555555,6.111111111111111,3.171111111111111
231,235,1.099999999999909,1.099999999999909,1.099999999999909,1.099999999999909,Ti3N2O2,0.032,-2.232,0.0,-62.648,7,3,6.957,7.712,13.714285714285714,4.857142857142857,2.511428571428571
232,236,1.3099999999999454,1.3099999999999454,1.3099999999999454,1.3099999999999454,V3N2O2,0.141,-1.509,0.0,-63.091,7,3,7.032,7.184,14.142857142857142,5.285714285714286,2.55
233,237,0.5824999999999818,0.6600000000000819,0.5824999999999818,0.6083333333333485,Os2Na2S2Cl10N2,0.0,-0.657,0.546,-79.539,18,5,9.312,44.543,21.666666666666668,6.111111111111111,2.727777777777778
234,238,1.349999999999909,1.349999999999909,1.349999999999909,1.349999999999909,Os2Na2Cl10N2O2,0.0,-0.823,0.438,-84.607,18,5,10.273,41.568,20.77777777777778,6.111111111111111,2.8233333333333333
235,239,0.8999999999999773,0.9050000000000864,0.9025000000000318,0.9025000000000318,Zr3N2O2,0.094,-2.427,0.401,-66.151,7,3,7.332,9.078,21.428571428571427,4.857142857142857,2.4214285714285713
236,240,7.5,7.5,7.5,7.5,Ru2Cl8,0.0,-0.462,0.116,-37.828,10,2,4.142,37.494,22.4,7.2,2.968
237,241,61.9,61.9,61.9,61.9,Hf3S2N2,0.043,-1.606,0.0,-58.621,7,3,8.362,9.647,37.42857142857143,4.857142857142857,2.162857142857143
238,242,1.1525000000001455,1.1525000000001455,1.1525000000001455,1.1525000000001455,Ru2F8,0.0,-1.855,0.628,-50.168,10,2,3.407,26.731,16.0,7.2,3.624
239,243,0.7425000000000637,0.6525000000001455,0.6575000000000273,0.6841666666667455,Ru2Na2S2Cl10N2,0.062,-0.641,0.429,-75.792,18,5,9.46,42.759,18.11111111111111,6.111111111111111,2.727777777777778
240,244,1.3450000000000273,1.3450000000000273,1.3450000000000273,1.3450000000000273,Os2Rb2Cl10N2O2,0.0,-0.896,0.411,-85.129,18,5,9.807,45.017,23.666666666666668,6.111111111111111,2.8111111111111113
241,245,0.3450000000000273,0.3149999999999409,0.2925000000000182,0.31749999999999545,Ti3S2N2,0.023,-1.495,0.087,-55.398,7,3,7.947,8.391,16.0,4.857142857142857,2.265714285714286
242,246,1.4874999999999545,1.4874999999999545,1.4874999999999545,1.4874999999999545,V2F8,0.0,-2.928,0.597,-59.016,10,2,3.271,26.656,11.8,6.6,3.5100000000000002
243,247,0.6724999999999,0.6649999999999636,0.6674999999997908,0.6683333333332181,Rb2Ru2Cl10N2O2,0.0,-0.876,0.433,-81.318,18,5,9.75,44.238,20.11111111111111,6.111111111111111,2.8111111111111113
244,248,0.30750000000000455,0.3525000000000773,0.32000000000005,0.3266666666667106,Zr3S2N2,0.049,-1.645,0.0,-58.587,7,3,8.408,9.797,23.714285714285715,4.857142857142857,2.1757142857142857
245,249,0.9400000000000546,0.9400000000000546,0.9550000000000409,0.94500000000005,Mn3Se2S2,0.092,-0.388,0.0,-46.989,7,3,9.55,12.147,25.0,9.285714285714286,2.13
246,250,0.125,0.125,0.125,0.125,Rb2Ru2N2O2F10,0.0,-1.916,0.944,-98.059,18,5,10.211,29.003,15.666666666666666,6.111111111111111,3.2666666666666666
247,251,2.0800000000001546,2.0800000000001546,2.0800000000001546,2.0800000000001546,Cu4S6Cl4,0.146,-0.181,0.342,-48.842,14,3,7.703,45.444,20.0,7.714285714285714,2.551428571428571
248,252,0.6525000000001455,0.6525000000001455,0.6525000000001455,0.6525000000001455,Os2Rb2S2Cl10N2,0.0,-0.725,0.356,-79.955,18,5,10.054,45.72,24.555555555555557,6.111111111111111,2.7155555555555555
249,253,0.6799999999998363,0.6799999999998363,0.6799999999998363,0.6799999999998363,Os2Rb2S2N2F10,0.0,-1.791,0.865,-97.173,18,5,11.0,30.002,20.11111111111111,6.111111111111111,3.171111111111111
250,254,0.30500000000006366,0.20499999999992724,0.25250000000005457,0.2541666666666818,Rb2Ru2S2Cl10N2,0.023,-0.71,0.3,-76.232,18,5,9.759,44.157,21.0,6.111111111111111,2.7155555555555555
251,255,0.24250000000029104,0.2725000000000364,0.21500000000014552,0.24333333333349097,Rb2Ru2S2N2F10,0.037,-1.738,0.92,-92.764,18,5,10.562,29.864,16.555555555555557,6.111111111111111,3.171111111111111
252,269,11.067499999999995,11.067499999999995,11.067499999999995,11.067499999999995,Sr3Ag2I2O4,0.015,-1.603,0.0,-51.791,11,4,10.184,18.115,31.454545454545453,7.818181818181818,2.3445454545454543
253,270,10.932500000000005,10.932500000000005,10.932500000000005,10.932500000000005,Sr3Ag2I2S4,0.09,-1.194,0.0,-43.1,11,4,10.621,23.622,34.36363636363637,7.818181818181818,2.0318181818181817
254,271,0.8174999999998818,1.0299999999999727,0.9349999999999454,0.9274999999999333,Nb8BrCl7C4,0.0,-1.024,0.0,-154.047,20,4,5.899,38.799,25.3,6.1,2.404
255,272,61.9,61.9,61.9,61.9,Hf2Se10,0.0,-0.69,0.337,-58.119,12,2,5.243,46.24,40.333333333333336,14.0,2.341666666666667
256,273,61.9,61.9,61.9,61.9,Hf2Te10,0.0,-0.455,0.159,-52.522,12,2,5.298,55.587,55.333333333333336,14.0,1.9666666666666668
257,274,0.727500000000191,0.587500000000091,0.5575000000001182,0.6241666666668001,Zr2Se10,0.0,-0.727,0.304,-58.362,12,2,5.321,46.482,35.0,14.0,2.3466666666666667
258,275,0.9474999999999909,0.849999999999909,0.8299999999999272,0.8758333333332757,Zr2Te10,0.0,-0.514,0.191,-53.026,12,2,5.352,55.788,50.0,14.0,1.9716666666666667
259,276,1.0774999999998727,1.0774999999998727,1.0774999999998727,1.0774999999998727,PdCo5S12,0.096,-0.277,0.0,-98.879,18,3,2.724,55.683,20.72222222222222,7.055555555555555,2.3644444444444446
260,277,0.34749999999996817,0.32499999999998863,0.3675000000000068,0.3466666666666545,ISeAl,0.073,-0.713,1.427,-10.838,3,3,3.126,12.629,33.333333333333336,12.0,2.2733333333333334
261,278,0.38249999999993634,0.40249999999991815,0.3874999999998181,0.3908333333332242,Au2I2Se3P4,0.097,-0.009,1.348,-41.22,11,4,4.499,59.706,38.72727272727273,11.272727272727273,2.4372727272727275
262,279,0.5474999999999,0.5474999999999,0.5474999999999,0.5474999999999,Ca3Cu2Br2O4,0.0,-1.892,0.0,-57.865,11,4,9.255,15.121,20.0,7.818181818181818,2.407272727272727
263,280,1.599999999999909,1.599999999999909,1.599999999999909,1.599999999999909,Cu2As4Br2S3,0.038,-0.207,1.17,-43.683,11,4,4.33,44.416,28.0,12.181818181818182,2.38
264,281,2.2825000000000273,2.2825000000000273,2.2825000000000273,2.2825000000000273,Cu2Br2P4S3,0.03,-0.206,1.231,-46.475,11,4,4.244,42.607,21.454545454545453,8.545454545454545,2.3836363636363633
265,282,1.6050000000000182,1.6050000000000182,1.6050000000000182,1.6050000000000182,Sb4Cu2Br2S3,0.098,-0.212,1.041,-42.711,11,4,4.538,46.87,34.54545454545455,12.181818181818182,2.332727272727273
266,283,1.0574999999998909,1.0574999999998909,1.0574999999998909,1.0574999999998909,Cu2As4Se3Br2,0.038,-0.178,0.96,-41.581,11,4,4.429,48.131,32.90909090909091,14.909090909090908,2.3718181818181816
267,284,1.675000000000182,1.675000000000182,1.675000000000182,1.675000000000182,Cu2Se3Br2P4,0.04,-0.148,0.96,-44.054,11,4,4.331,46.598,26.363636363636363,11.272727272727273,2.375454545454545
