,ind,max_valorX,max_valorY,max_valorZ,media,formula,Ehull,HF,Gap,Energy,natoms,nspecies,thickness,uc_area,average_atomic_number,average_valence_number,average_electronegativity
461,481,0.222500000000025,0.2750000000000341,0.21750000000002956,0.2383333333333629,VSeS,0.009,-0.794,0.013,-18.467,3,3,3.089,9.229,24.333333333333332,9.0,2.2533333333333334
462,482,0.152499999999975,0.24500000000000455,0.17500000000001137,0.1908333333333303,VSeS,0.023,-0.78,0.0,-18.425,3,3,3.04,9.31,24.333333333333332,9.0,2.2533333333333334
463,483,0.7975000000000136,0.7975000000000136,0.7975000000000136,0.7975000000000136,In2Ni2Se5,0.066,-0.357,0.0,-40.647,9,3,12.572,13.322,36.0,14.0,2.2366666666666664
464,484,0.3774999999999409,0.26499999999998636,0.3524999999999636,0.3316666666666303,In2Ni2Se5,0.074,-0.349,0.0,-40.58,9,3,13.039,13.432,36.0,14.0,2.2366666666666664
465,485,0.19249999999999545,0.20750000000003865,0.25499999999999545,0.21833333333334318,WSeS,0.01,-0.724,1.402,-21.217,3,3,3.251,9.159,41.333333333333336,9.333333333333334,2.4966666666666666
466,486,1.150000000000091,1.150000000000091,1.150000000000091,1.150000000000091,In2Te5Ni2,0.073,-0.208,0.0,-37.916,9,3,13.604,15.158,46.0,14.0,1.9866666666666666
467,487,0.3524999999999636,0.3249999999999318,0.3324999999999818,0.33666666666662576,In2Te5Ni2,0.077,-0.204,0.0,-37.878,9,3,14.108,15.226,46.0,14.0,1.9866666666666666
468,488,0.3100000000000023,0.2799999999999727,0.28750000000002274,0.29249999999999926,ZrSeS,0.0,-1.478,0.613,-19.399,3,3,3.025,12.097,30.0,8.666666666666666,2.1533333333333333
469,489,0.14500000000003865,0.23750000000001137,0.1675000000000182,0.18333333333335608,TaTeS,0.09,-0.67,0.0,-19.109,3,3,3.338,10.845,47.0,9.0,2.06
470,490,6.284999999999968,6.284999999999968,6.284999999999968,6.284999999999968,In2Zn2S5,0.098,-0.592,0.0,-33.615,9,3,12.673,13.279,26.444444444444443,8.88888888888889,2.1955555555555555
471,491,0.9825000000000159,1.4850000000000136,1.8100000000000023,1.425833333333344,TeTiS,0.0,-1.031,0.0,-17.065,3,3,3.122,11.16,30.0,8.666666666666666,2.0733333333333337
472,492,0.2074999999999818,0.22749999999996362,0.1449999999999818,0.19333333333330907,TeTiS,0.11,-0.921,0.093,-16.736,3,3,3.25,10.887,30.0,8.666666666666666,2.0733333333333337
473,493,0.15250000000003183,0.17500000000001137,0.1875,0.17166666666668107,TeVS,0.083,-0.594,0.0,-17.59,3,3,3.101,10.449,30.333333333333332,9.0,2.1033333333333335
474,494,0.222500000000025,0.23750000000001137,0.20499999999998408,0.22166666666667348,TeVS,0.093,-0.584,0.0,-17.558,3,3,3.2,10.003,30.333333333333332,9.0,2.1033333333333335
475,495,0.214999999999975,0.19999999999998863,0.2574999999999932,0.22416666666665228,WTeS,0.086,-0.419,1.141,-20.026,3,3,3.39,9.79,47.333333333333336,9.333333333333334,2.3466666666666667
476,496,0.7425000000000637,0.7124999999999773,0.7425000000000637,0.7325000000000349,Ni2P2S5,0.104,-0.194,0.0,-47.357,9,3,2.929,28.472,18.444444444444443,6.666666666666667,2.3444444444444446
477,497,3.7350000000000136,3.7350000000000136,3.7350000000000136,3.7350000000000136,Ni2Se5P2,0.1,-0.12,0.0,-43.721,9,3,3.065,31.917,28.444444444444443,12.222222222222221,2.3277777777777775
478,498,0.714999999999975,1.1125000000000114,1.3725000000000023,1.0666666666666629,ZrTeS,0.0,-1.242,0.0,-18.411,3,3,3.214,12.666,36.0,8.666666666666666,2.0033333333333334
479,499,0.18250000000000455,0.1875,0.10250000000002046,0.15750000000000833,ZrTeS,0.122,-1.12,0.208,-18.045,3,3,3.392,12.137,36.0,8.666666666666666,2.0033333333333334
480,500,0.20999999999997954,0.19499999999999318,0.18250000000000455,0.19583333333332575,TaTeSe,0.051,-0.561,0.0,-18.186,3,3,3.472,11.212,53.0,12.333333333333334,2.0500000000000003
481,501,0.48500000000001364,0.47750000000002046,0.4550000000000409,0.472500000000025,TeTiSe,0.0,-0.921,0.0,-16.142,3,3,3.28,11.508,36.0,12.0,2.063333333333333
482,502,0.527499999999975,0.5224999999999795,0.4049999999999727,0.48499999999997573,TeTiSe,0.104,-0.817,0.065,-15.828,3,3,3.39,11.323,36.0,12.0,2.063333333333333
483,503,0.4925000000000068,0.410000000000025,0.41500000000002046,0.4391666666666841,TeVSe,0.013,-0.502,0.12,-16.719,3,3,3.342,10.444,36.333333333333336,12.333333333333334,2.0933333333333333
484,504,0.5124999999999886,0.47249999999996817,0.5474999999999568,0.5108333333333045,TeVSe,0.016,-0.5,0.0,-16.71,3,3,3.284,10.598,36.333333333333336,12.333333333333334,2.0933333333333333
485,505,0.9124999999999659,0.9124999999999659,0.9749999999999659,0.9333333333332993,WTeSe,0.042,-0.324,1.037,-19.143,3,3,3.495,10.206,53.333333333333336,12.666666666666666,2.3366666666666664
486,506,0.30000000000001137,0.3125,0.25,0.2875000000000038,ZrTeSe,0.003,-1.129,0.0,-17.477,3,3,3.364,13.063,42.0,12.0,1.9933333333333334
487,507,0.4825000000000159,0.47249999999996817,0.35000000000002274,0.4350000000000023,ZrTeSe,0.115,-1.017,0.262,-17.143,3,3,3.532,12.572,42.0,12.0,1.9933333333333334
488,509,1.6425000000001546,1.6425000000001546,1.6425000000001546,1.6425000000001546,Ge4O10H4,0.046,-1.417,3.597,-108.115,18,3,4.698,38.888,11.777777777777779,6.666666666666667,2.8466666666666662
489,516,0.4075000000000273,0.6225000000000591,0.4075000000000273,0.47916666666670454,Br2Al2O2,0.04,-2.126,4.142,-33.647,6,3,5.356,12.156,18.666666666666668,8.666666666666666,2.67
490,517,1.3949999999999818,1.400000000000034,1.3949999999999818,1.3966666666666658,Br2Al2S2,0.002,-1.115,2.865,-25.494,6,3,5.953,19.981,21.333333333333332,8.666666666666666,2.3833333333333333
491,518,1.5300000000000296,1.5300000000000296,1.5300000000000296,1.5300000000000296,Br2Al2S2,0.026,-1.092,2.263,-25.351,6,3,5.581,17.205,21.333333333333332,8.666666666666666,2.3833333333333333
492,519,0.3450000000000273,0.35750000000007276,0.3450000000000273,0.3491666666667091,Se2Br2Al2,0.003,-1.002,3.126,-23.622,6,3,5.898,21.84,27.333333333333332,12.0,2.3733333333333335
493,520,0.3450000000000273,0.43000000000006366,0.3450000000000273,0.37333333333337276,Se2Br2Al2,0.067,-0.938,1.535,-23.239,6,3,5.623,18.924,27.333333333333332,12.0,2.3733333333333335
494,521,2.5600000000000023,2.5600000000000023,2.5600000000000023,2.5600000000000023,Te3As2,0.014,-0.003,0.519,-18.956,5,2,6.911,14.343,44.4,15.6,2.132
495,522,0.25250000000005457,0.27500000000009095,0.25250000000005457,0.2600000000000667,Te2Br2Al2,0.0,-0.777,2.729,-21.718,6,3,5.857,25.177,33.333333333333336,12.0,2.2233333333333336
496,523,4.430000000000007,4.430000000000007,4.430000000000007,4.430000000000007,Y2Br2Al2,0.038,-1.109,0.0,-26.681,6,3,7.6,15.374,29.0,7.666666666666667,1.93
497,524,0.37999999999999545,0.6775000000000091,0.37999999999999545,0.4791666666666667,Al2Cl2O2,0.0,-2.354,5.729,-35.418,6,3,5.049,11.665,12.666666666666666,5.333333333333333,2.736666666666667
498,525,1.8125,1.8125,1.8125,1.8125,Al2S2Cl2,0.0,-1.291,3.835,-26.946,6,3,5.579,19.737,15.333333333333334,5.333333333333333,2.45
499,526,7.902499999999975,7.902499999999975,7.902499999999975,7.902499999999975,Al2S2Cl2,0.03,-1.261,2.334,-26.768,6,3,5.241,16.66,15.333333333333334,5.333333333333333,2.45
500,527,0.4049999999999727,0.40999999999996817,0.4049999999999727,0.40666666666663787,Se2Al2Cl2,0.002,-1.171,3.767,-25.039,6,3,5.522,21.532,21.333333333333332,8.666666666666666,2.44
501,528,2.659999999999968,2.659999999999968,2.659999999999968,2.659999999999968,Bi2S3,0.004,-0.363,0.47,-23.396,5,2,6.643,14.211,42.8,9.6,2.3560000000000003
502,529,2.7375000000000114,2.7375000000000114,2.7375000000000114,2.7375000000000114,Bi2Se3,0.0,-0.389,0.243,-21.743,5,2,7.001,15.291,53.6,15.6,2.338
503,530,7.774999999999977,7.774999999999977,7.774999999999977,7.774999999999977,Se2Al2Cl2,0.084,-1.089,1.416,-24.549,6,3,5.269,18.35,21.333333333333332,8.666666666666666,2.44
504,531,3.2450000000000045,3.2450000000000045,3.2450000000000045,3.2450000000000045,Bi2Te3,0.0,-0.228,0.083,-20.105,5,2,7.55,16.961,64.4,15.6,2.068
505,532,7.552499999999895,7.552499999999895,7.552499999999895,7.552499999999895,Se2Al2Cl2,0.009,-1.164,3.662,-24.994,6,3,5.285,24.058,21.333333333333332,8.666666666666666,2.44
506,533,0.3650000000000091,0.37249999999994543,0.36749999999995,0.3683333333333015,Se2Al2Cl2,0.013,-1.16,3.268,-24.973,6,3,3.193,25.346,21.333333333333332,8.666666666666666,2.44
507,534,0.31749999999999545,0.31749999999999545,0.31749999999999545,0.31749999999999545,Te2Al2Cl2,0.0,-0.939,2.886,-23.09,6,3,5.494,24.845,27.333333333333332,8.666666666666666,2.29
508,535,4.907500000000027,4.907500000000027,4.907500000000027,4.907500000000027,Y2Al2Cl2,0.083,-1.234,0.0,-27.831,6,3,7.278,15.026,23.0,4.333333333333333,1.9966666666666668
509,536,0.28750000000002274,0.28750000000002274,0.28750000000002274,0.28750000000002274,Al2O2F2,0.015,-3.248,5.673,-40.388,6,3,4.066,10.57,10.0,5.333333333333333,3.01
510,538,0.7699999999999818,0.7699999999999818,0.7699999999999818,0.7699999999999818,Ge2Al2S2,0.035,-0.56,0.187,-28.022,6,3,7.796,12.494,20.333333333333332,7.666666666666667,2.066666666666667
511,539,0.8400000000000318,0.8400000000000318,0.8400000000000318,0.8400000000000318,Co2S3,0.065,-0.381,0.244,-30.596,5,2,2.961,17.535,20.4,7.2,2.3
512,540,0.38249999999993634,0.27499999999997726,0.27499999999997726,0.31083333333329694,Co2Se3,0.042,-0.259,0.0,-28.202,5,2,5.119,10.801,31.2,13.2,2.282
513,541,1.3899999999999864,1.3350000000000364,1.3350000000000364,1.353333333333353,Co2Se3,0.046,-0.255,0.255,-28.18,5,2,3.19,19.287,31.2,13.2,2.282
514,542,1.6850000000000591,1.6850000000000591,1.6850000000000591,1.6850000000000591,Te3Co2,0.043,-0.157,0.0,-26.858,5,2,5.304,12.611,42.0,13.2,2.012
515,543,0.6550000000000296,0.63250000000005,0.7275000000000205,0.6716666666667,Cr2Se3,0.031,-0.525,0.511,-31.893,5,2,5.876,11.402,30.0,12.0,2.194
516,544,1.7574999999999932,1.7574999999999932,1.7574999999999932,1.7574999999999932,Ge2Se2Al2,0.0,-0.493,0.617,-26.432,6,3,8.043,13.238,26.333333333333332,11.0,2.0566666666666666
517,545,1.7999999999999545,1.7999999999999545,1.7999999999999545,1.7999999999999545,Te2Ge2Al2,0.0,-0.281,0.869,-24.603,6,3,8.352,14.606,32.333333333333336,11.0,1.9066666666666665
518,546,0.2300000000000182,0.20500000000004093,0.21750000000002956,0.21750000000002956,Ga2S3,0.062,-0.601,1.396,-21.047,5,2,6.151,11.865,22.0,8.8,2.272
519,547,1.1574999999999704,1.1674999999999613,1.1574999999999704,1.1608333333333007,I2Al2S2,0.018,-0.88,1.481,-23.867,6,3,6.492,20.471,27.333333333333332,8.666666666666666,2.2833333333333337
520,548,3.4424999999999955,3.4575000000000387,3.4499999999999886,3.4500000000000077,Ga2Se3,0.066,-0.528,0.833,-18.893,5,2,6.522,13.123,32.8,14.8,2.254
521,549,1.3525000000000205,1.3525000000000205,1.3525000000000205,1.3525000000000205,I2Al2S2,0.044,-0.854,1.615,-23.714,6,3,6.033,18.025,27.333333333333332,8.666666666666666,2.2833333333333337
522,550,0.3100000000000591,0.31500000000005457,0.2825000000000273,0.302500000000047,Te2I2Al2,0.0,-0.569,2.093,-20.258,6,3,6.395,25.795,39.333333333333336,12.0,2.1233333333333335
523,551,3.472499999999968,3.1299999999999955,3.1299999999999955,3.244166666666653,Ge2S3,0.089,-0.23,0.0,-22.416,5,2,5.898,11.105,22.4,9.2,2.352
524,552,4.090000000000032,4.090000000000032,4.090000000000032,4.090000000000032,Y2I2Al2,0.0,-0.932,0.0,-25.411,6,3,8.022,15.883,35.0,7.666666666666667,1.83
525,553,0.3575000000000159,0.36000000000001364,0.36250000000001137,0.36000000000001364,In2Se3,0.008,-0.526,0.754,-18.604,5,2,6.786,14.528,40.0,14.8,2.242
526,554,0.9350000000000023,0.9350000000000023,0.9350000000000023,0.9350000000000023,Al2Si2S2,0.004,-0.591,1.094,-29.974,6,3,7.713,12.016,14.333333333333334,4.333333333333333,2.03
527,555,7.795000000000016,4.355000000000018,4.384999999999991,5.511666666666675,In2Se3,0.051,-0.482,1.387,-18.386,5,2,3.492,28.107,40.0,14.8,2.242
528,556,1.8799999999999955,1.8799999999999955,1.8799999999999955,1.8799999999999955,Se2Al2Si2,0.0,-0.501,1.581,-28.244,6,3,7.953,12.722,20.333333333333332,7.666666666666667,2.02
529,557,1.8675000000000068,1.8675000000000068,1.8675000000000068,1.8675000000000068,Te2Al2Si2,0.001,-0.249,1.506,-26.18,6,3,8.257,14.02,26.333333333333332,7.666666666666667,1.8699999999999999
530,558,0.9175000000000182,0.9249999999999545,0.9175000000000182,0.9199999999999969,Te3Mn2,0.064,-0.115,0.0,-29.625,5,2,6.02,13.993,41.2,12.4,1.8800000000000001
531,559,3.640000000000043,3.640000000000043,3.640000000000043,3.640000000000043,Sn2Te2Al2,0.049,-0.201,0.087,-23.207,6,3,8.8,16.33,38.333333333333336,11.0,1.8900000000000003
532,560,0.3149999999999977,0.48750000000001137,0.36000000000001364,0.38750000000000756,As2Li2Be2,0.083,-0.407,1.291,-22.954,6,3,3.977,13.809,13.333333333333334,6.0,1.5766666666666669
533,561,0.34250000000002956,0.2550000000000523,0.19500000000005002,0.2641666666667106,As2Na2Be2,0.073,-0.33,0.505,-21.325,6,3,4.816,14.928,16.0,6.0,1.5600000000000003
534,562,0.009999999999990905,0.03249999999997044,0.08499999999997954,0.0424999999999803,K2Co2As2,0.063,-0.303,0.0,-30.042,6,3,6.221,14.906,26.333333333333332,8.333333333333334,1.6266666666666667
535,563,1.9125000000000227,1.9399999999999977,1.9350000000000023,1.9291666666666742,Tl2As2Be2,0.0,-0.061,0.0,-22.091,6,3,6.17,14.425,39.333333333333336,10.0,1.9300000000000004
536,564,0.9424999999999955,0.9424999999999955,0.9424999999999955,0.9424999999999955,Tl2As2Be2,0.067,0.006,0.096,-21.689,6,3,2.327,25.181,39.333333333333336,10.0,1.9300000000000004
537,565,0.07374999999998977,0.15324999999998568,0.07949999999999591,0.10216666666665712,Rb2Ca2As2,0.085,-0.773,0.986,-19.809,6,3,6.038,25.412,30.0,6.0,1.3333333333333333
538,566,8.862500000000011,8.862500000000011,8.862500000000011,8.862500000000011,As2Si2Cl2,0.045,-0.524,2.003,-26.837,6,3,3.138,24.087,21.333333333333332,8.666666666666666,2.4133333333333336
539,567,4.0424999999999045,4.0424999999999045,4.0424999999999045,4.0424999999999045,W2As2Cl2,0.076,-0.349,0.0,-37.959,6,3,5.409,17.057,41.333333333333336,9.333333333333334,2.566666666666667
540,568,0.16250000000002274,0.2599999999999909,0.4399999999999977,0.2875000000000038,Co2As2Li2,0.103,-0.408,0.0,-32.011,6,3,3.916,13.926,21.0,8.333333333333334,1.6800000000000004
541,569,0.05000000000001137,0.06499999999999773,0.24500000000000455,0.12000000000000455,Fe2As2Na2,0.064,-0.215,0.0,-31.315,6,3,4.923,14.948,23.333333333333332,8.0,1.6466666666666665
542,570,0.02250000000003638,0.08500000000003638,0.29000000000002046,0.13250000000003107,Co2As2Na2,0.044,-0.281,0.0,-30.084,6,3,5.138,14.447,23.666666666666668,8.333333333333334,1.6633333333333333
543,571,0.1150000000000091,0.25,0.23250000000007276,0.19916666666669394,Ni2Se3,0.05,-0.223,0.0,-26.057,5,2,5.047,11.38,31.6,13.6,2.2939999999999996
544,572,0.6400000000001,0.6400000000001,0.6400000000001,0.6400000000001,Te3Ni2,0.033,-0.192,0.0,-25.069,5,2,5.182,13.358,42.4,13.6,2.024
545,573,0.3149999999999409,0.3550000000000182,0.3149999999999409,0.3283333333333,Hg3P2,0.067,0.067,0.487,-13.051,5,2,5.642,18.856,54.0,9.2,2.0759999999999996
546,574,3.330000000000041,3.322499999999991,3.3275000000001,3.3266666666667106,I2As2S2,0.0,-0.186,1.64,-21.558,6,3,3.898,27.217,34.0,12.666666666666666,2.473333333333333
547,575,3.3125,3.3125,3.3125,3.3125,Te2I2As2,0.066,-0.057,0.184,-19.037,6,3,5.461,29.085,46.0,16.0,2.313333333333333
548,576,0.030499999999989313,0.04249999999998977,0.23624999999998408,0.10308333333332105,K2As2Mg2,0.055,-0.64,0.616,-18.842,6,3,5.655,20.248,21.333333333333332,6.0,1.4366666666666668
549,577,61.9,61.9,61.9,61.9,Hf3S2,0.047,-1.11,0.0,-36.223,5,2,5.498,12.053,49.6,4.8,1.812
550,578,61.9,61.9,61.9,61.9,Zr3S2,0.0,-1.241,0.0,-36.572,5,2,5.433,12.447,30.4,4.8,1.83
551,579,2.2350000000000136,2.160000000000082,2.160000000000082,2.185000000000059,Sb2O3,0.029,-1.333,3.436,-30.85,5,2,2.004,20.62,25.2,9.6,2.884
552,580,0.007499999999993179,0.037499999999965894,0.1150000000000091,0.05333333333332272,K2Ni2As2,0.045,-0.313,0.0,-28.138,6,3,5.592,16.927,26.666666666666668,8.666666666666666,1.6366666666666667
553,581,0.2925000000000182,0.2825000000000273,1.1274999999999977,0.5675000000000144,Mn2As2Li2,0.061,-0.368,0.0,-34.747,6,3,4.278,13.61,20.333333333333332,7.666666666666667,1.5700000000000003
554,582,2.037499999999966,2.037499999999966,2.037499999999966,2.037499999999966,Sb2Se3,0.0,-0.263,0.421,-20.576,5,2,6.901,14.29,40.8,15.6,2.35
555,583,3.430000000000007,2.589999999999975,2.589999999999975,2.8699999999999855,Sb2Te3,0.004,-0.121,0.337,-19.03,5,2,7.382,16.097,51.6,15.6,2.08
556,584,0.4674999999999727,0.37750000000005457,0.49250000000006366,0.44583333333336367,Cu3Se2,0.036,-0.113,0.0,-18.56,5,2,4.579,13.59,31.0,13.0,2.1599999999999997
557,585,61.9,61.9,61.9,61.9,Hf3Se2,0.002,-0.938,0.0,-34.172,5,2,5.77,12.674,56.8,8.8,1.8
558,586,61.9,61.9,61.9,61.9,Zr3Se2,0.0,-1.069,0.0,-34.519,5,2,5.697,13.107,37.6,8.8,1.818
559,587,0.052500000000009095,0.09249999999997272,0.4975000000000023,0.21416666666666137,Ni2As2Na2,0.067,-0.286,0.0,-28.153,6,3,4.532,16.267,24.0,8.666666666666666,1.6733333333333331
560,588,61.9,61.9,61.9,61.9,Hf3Te2,0.0,-0.607,0.0,-31.963,5,2,6.093,13.75,64.0,8.8,1.6200000000000003
561,589,61.9,61.9,61.9,61.9,Zr3Te2,0.052,-0.738,0.0,-32.306,5,2,6.074,14.143,44.8,8.8,1.6380000000000003
562,590,2.0949999999999704,2.0949999999999704,2.0949999999999704,2.0949999999999704,Ti2Se3,0.069,-1.124,0.0,-29.449,5,2,6.368,11.045,29.2,11.2,2.146
563,591,2.0149999999999864,2.0149999999999864,2.0149999999999864,2.0149999999999864,Te3Ti2,0.051,-0.669,0.0,-26.341,5,2,6.935,12.61,40.0,11.2,1.8760000000000001
564,592,2.359999999999957,1.7924999999999613,1.7924999999999613,1.9816666666666265,Tl2S3,0.066,-0.145,0.73,-17.955,5,2,4.633,19.552,42.0,8.8,2.364
565,593,0.5400000000000205,0.08999999999997499,0.42500000000001137,0.35166666666666896,Tl2Pb2As2,0.0,-0.017,0.0,-21.943,6,3,4.309,29.761,65.33333333333333,14.0,2.1833333333333336
566,594,2.1499999999999773,0.3499999999999659,0.3499999999999659,0.9499999999999696,Rb2Zn2As2,0.0,-0.387,0.116,-15.837,6,3,5.917,18.885,33.333333333333336,9.333333333333334,1.55
567,595,0.49500000000000455,0.28000000000002956,0.28750000000002274,0.3541666666666856,Tl2Se3,0.087,-0.131,0.679,-16.098,5,2,6.755,17.958,52.8,14.8,2.346
568,596,4.024999999999977,4.024999999999977,4.024999999999977,4.024999999999977,Re2As2Se2,0.086,-0.145,0.787,-40.475,6,3,3.424,18.089,47.333333333333336,12.666666666666666,2.21
569,597,1.267500000000041,1.0925000000000864,0.9025000000000318,1.087500000000053,Re2As2Se2,0.088,-0.142,0.756,-40.46,6,3,3.448,18.143,47.333333333333336,12.666666666666666,2.21
570,598,0.8174999999999955,0.8174999999999955,0.8174999999999955,0.8174999999999955,Au2Se2Br2,0.054,-0.128,0.642,-17.162,6,3,4.99,25.963,49.333333333333336,14.666666666666666,2.6833333333333336
571,599,0.9700000000000273,0.9775000000000205,0.9750000000000227,0.9741666666666902,W2N3,0.116,-0.194,0.0,-48.996,5,2,5.165,7.318,33.8,5.4,2.768
572,600,5.392499999999984,6.4375,5.850000000000023,5.893333333333335,Y2Te3,0.0,-1.396,0.912,-25.976,5,2,7.187,16.67,46.8,10.8,1.748
573,604,4.837499999999977,4.837499999999977,4.837499999999977,4.837499999999977,Al4S6,0.0,-1.071,3.133,-50.127,10,2,6.84,21.359,14.8,4.8,2.192
574,605,1.7999999999999545,1.7999999999999545,1.7999999999999545,1.7999999999999545,Al4S6,0.024,-1.046,2.525,-49.886,10,2,2.882,38.325,14.8,4.8,2.192
575,606,6.282500000000027,6.282500000000027,6.282500000000027,6.282500000000027,Se6Al4,0.017,-0.839,2.204,-44.243,10,2,7.306,23.763,25.6,10.8,2.174
576,607,6.829999999999927,6.704999999999927,6.704999999999927,6.746666666666594,Se6Al4,0.024,-0.833,1.524,-44.175,10,2,4.79,40.858,25.6,10.8,2.174
577,608,61.9,61.9,61.9,61.9,Se6Al4,0.05,-0.807,1.319,-43.921,10,2,6.074,24.134,25.6,10.8,2.174
578,609,6.907499999999914,6.907499999999914,6.907499999999914,6.907499999999914,Te6Al4,0.047,-0.404,1.005,-38.223,10,2,7.997,28.076,36.4,10.8,1.9040000000000004
579,610,0.18999999999999773,0.27000000000003865,0.2599999999999909,0.2400000000000091,As4Be6,0.098,0.098,1.279,-39.884,10,2,2.609,33.378,15.6,7.2,1.814
580,611,0.6075000000000728,0.48499999999989996,0.4900000000000091,0.527499999999994,As4O6,0.0,-1.22,4.146,-61.599,10,2,1.617,40.465,18.0,9.6,2.936
581,612,3.662499999999909,2.287499999999909,2.5699999999999363,2.839999999999918,As4O6,0.005,-1.215,3.876,-61.55,10,2,2.14,39.413,18.0,9.6,2.936
582,613,1.2100000000000364,0.45499999999992724,0.8999999999998636,0.8549999999999424,As4O6,0.006,-1.214,4.256,-61.542,10,2,3.968,26.174,18.0,9.6,2.936
583,614,1.3125,1.4974999999999454,1.387499999999818,1.3991666666665878,As4O6,0.026,-1.194,3.791,-61.341,10,2,1.531,47.809,18.0,9.6,2.936
584,615,3.232499999999959,3.177500000000009,3.177500000000009,3.1958333333333258,As4S6,0.0,-0.14,2.272,-44.518,10,2,2.597,52.442,22.8,9.6,2.4200000000000004
585,616,0.2624999999999318,0.047499999999899956,0.3974999999999227,0.2358333333332515,Au2K2Se2,0.077,-0.692,1.867,-19.818,6,3,4.147,30.872,44.0,9.333333333333334,1.97
586,617,1.0399999999999636,1.25,1.0674999999999955,1.119166666666653,As4S6,0.018,-0.122,1.988,-44.343,10,2,3.684,50.118,22.8,9.6,2.4200000000000004
587,618,0.6825000000000045,0.8025000000000091,0.6924999999999955,0.7258333333333363,As4S6,0.021,-0.119,2.253,-44.31,10,2,2.618,62.045,22.8,9.6,2.4200000000000004
588,619,3.8174999999999955,3.7999999999999545,3.7999999999999545,3.8058333333333016,As4Se6,0.004,-0.113,1.735,-40.68,10,2,2.908,54.731,33.6,15.6,2.402
589,620,0.375,0.375,0.375,0.375,Ba2Br2F2,0.031,-3.156,4.895,-28.936,6,3,5.869,19.132,33.333333333333336,8.666666666666666,2.61
590,621,1.0450000000000728,1.0450000000000728,1.0450000000000728,1.0450000000000728,Te6As4,0.062,0.046,1.025,-37.426,10,2,3.242,58.983,44.4,15.6,2.132
591,622,0.375,0.375,0.375,0.375,Ba2Br2H2,0.041,-1.439,3.677,-22.111,6,3,5.557,19.562,30.666666666666668,6.666666666666667,2.016666666666667
592,623,0.13750000000004547,0.25750000000005,0.1349999999999909,0.17666666666669548,B4O6,0.0,-2.404,6.188,-81.606,10,2,1.764,30.191,6.8,4.8,2.88
593,624,0.007499999999993179,0.007499999999993179,0.03000000000002956,0.015000000000005306,Ba2Co2Si2,0.015,-0.393,0.0,-33.268,6,3,5.648,15.765,32.333333333333336,5.0,1.5566666666666666
594,625,2.7650000000001,2.7650000000001,2.7650000000001,2.7650000000001,Bi4O6,0.034,-1.207,2.467,-61.509,10,2,2.062,34.558,38.0,9.6,2.872
595,626,0.7074999999999818,0.5125000000000455,0.5800000000001546,0.6000000000000606,Bi4O6,0.063,-1.178,2.876,-61.22,10,2,2.632,42.951,38.0,9.6,2.872
596,627,2.792500000000018,2.792500000000018,2.792500000000018,2.792500000000018,Bi4S6,0.023,-0.344,0.12,-46.604,10,2,6.716,28.323,42.8,9.6,2.3560000000000003
597,628,2.2474999999999454,2.2474999999999454,2.2474999999999454,2.2474999999999454,Bi4S6,0.071,-0.296,0.889,-46.125,10,2,4.502,43.182,42.8,9.6,2.3560000000000003
598,629,0.0024999999999977263,0.0024999999999977263,0.022499999999979536,0.00916666666665833,Ba2Ni2Ge2,0.062,-0.416,0.0,-29.68,6,3,5.238,17.898,38.666666666666664,8.666666666666666,1.6033333333333333
599,630,0.1875,0.18499999999994543,0.22499999999990905,0.19916666666661817,Co4S6,0.07,-0.376,0.096,-61.145,10,2,5.036,18.866,20.4,7.2,2.3
600,631,0.36750000000006366,0.36750000000006366,0.36750000000006366,0.36750000000006366,Cr4S6,0.03,-0.703,0.636,-69.132,10,2,5.56,20.537,19.2,6.0,2.212
601,632,1.150000000000091,1.150000000000091,1.150000000000091,1.150000000000091,Cr4S6,0.063,-0.669,0.617,-68.797,10,2,5.638,20.387,19.2,6.0,2.212
602,633,0.347500000000025,0.347500000000025,0.347500000000025,0.347500000000025,Ba2I2H2,0.016,-1.25,3.246,-20.76,6,3,5.855,21.182,36.666666666666664,6.666666666666667,1.9166666666666667
603,634,0.007499999999993179,0.007499999999993179,0.05000000000001137,0.021666666666665908,Ba2Ni2Si2,0.041,-0.442,0.0,-31.599,6,3,5.377,16.853,32.666666666666664,5.333333333333333,1.5666666666666664
604,635,3.990000000000009,5.397500000000036,6.5750000000000455,5.320833333333364,Br2Cl2Be2,0.026,-1.224,5.655,-21.485,6,3,4.446,20.572,18.666666666666668,8.666666666666666,2.5633333333333335
605,636,0.27499999999997726,0.3025000000000091,0.2925000000000182,0.29000000000000153,Ga4O6,0.05,-1.763,2.642,-59.989,10,2,5.422,15.74,17.2,8.8,2.7880000000000003
606,637,4.264999999999986,4.264999999999986,4.264999999999986,4.264999999999986,Ga4S6,0.044,-0.619,1.783,-42.274,10,2,6.905,22.188,22.0,8.8,2.272
607,638,4.8799999999999955,4.8799999999999955,4.8799999999999955,4.8799999999999955,Ga4Se6,0.068,-0.526,0.987,-37.766,10,2,7.377,24.45,32.8,14.8,2.254
608,639,0.3224999999999909,0.47500000000002274,0.3975000000000364,0.39833333333335,Ga4Se6,0.071,-0.523,0.405,-37.736,10,2,3.533,39.61,32.8,14.8,2.254
609,640,0.3449999999999136,0.4149999999999636,0.3224999999999909,0.3608333333332894,Te6Ga4,0.063,-0.267,0.141,-33.513,10,2,7.088,30.679,43.6,14.8,1.9840000000000004
